id,brand_id,category_id,subcategory_id,name_en,name_ar,model,slug,price,discount_price,description_en,description_ar,specifications_en,specifications_ar,images,active,created_at,updated_at
237,31,8,76,Opal O1U(J),أوبال O1U(J),O1U(J),williams-commercial-refrigerator-o1uj-237,0.00,,"Options available:

304 S/S back
304 S/S base
Internal LED for door type
Castors
Heated glass door
Pass through door
2 drawers per section
3 drawers per section
2/3 + 1/3 drawers per section
Backsplash
Sidesplash
Mount on 50Hmm louvre
Cylindrical lock for drawer
Lock Plate
S/S wire shelf
S/S skirting
Raise-up Pan Holder for ‘H’ only
Table Top Opening for ‘H’ only
Depth Extension for table top
2mm table top
Right hand side compressor
220V / 60HZ/ 1PH","الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ
• إضاءة داخلية LED
• عجلات
• باب زجاجي مدفأ
• باب مرور
• درجين لكل قسم
• ثلاثة أدراج لكل قسم
• أدراج بنسبة 2/3 + 1/3 لكل قسم
• حاجز خلفي وجانبي
• تركيب على شواية بارتفاع 50 مم
• قفل أسطواني للدرج
• لوحة قفل
• رف سلكي من الفولاذ المقاوم للصدأ
• لوح معدني
• حامل مرتفع للأطباق (للنوع H فقط)
• فتحة على سطح الطاولة (للنوع H فقط)
• تمديد عمق سطح الطاولة
• سطح طاولة بسمك 2 مم
• ضاغط على الجانب الأيمن
• 220 فولت / 60 هرتز / 1 طور",{},{},[],true,2024-10-22 15:16:23+00,2025-02-22 03:38:39+00
238,31,2,50,Opal O2U(J)," أوبال O2U(J)",O2U(J),williams-category-o2uj-238,0.00,,"Technical Information
Width
1370mm
Depth
670mm
Height
850mm
Capacity
327ltrs / 11.5cu.ft
Options available:

304 S/S back
304 S/S base
Internal LED for door type
Castors
Heated glass door
Pass through door
2 drawers per section
3 drawers per section
2/3 + 1/3 drawers per section
Backsplash
Sidesplash
Mount on 50Hmm louvre","المواصفات الفنية:
العرض: 1370 مم
العمق: 670 مم
الارتفاع: 850 مم
القدرة: 327 لتر / 11.5 قدم مكعب
الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ
• إضاءة داخلية LED
• عجلات
• باب زجاجي مدفأ
• باب مرور
• درجين لكل قسم
• ثلاثة أدراج لكل قسم
• أدراج بنسبة 2/3 + 1/3 لكل قسم
• حاجز خلفي وجانبي
• تركيب على شواية بارتفاع 50 مم
",{},{},[],true,2024-10-22 15:21:56+00,2025-02-22 03:38:39+00
239,31,8,76,Opal O3U(J),أوبال O3U(J),O3U(J),williams-commercial-refrigerator-o3uj-239,0.00,,"Technical Information
Width
1835mm
Depth
670mm
Height
850mm
Capacity
476ltrs / 16.8cu.ft
Options available:

304 S/S back
304 S/S base
Internal LED for door type
Castors
Heated glass door
Pass through door
2 drawers per section
3 drawers per section
2/3 + 1/3 drawers per section
Backsplash
Sidesplash
Mount on 50Hmm louvre
Cylindrical lock for drawer
Lock Plate","العرض: 1835 مم
العمق: 670 مم
الارتفاع: 850 مم
القدرة: 476 لتر / 16.8 قدم مكعب
الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ
• إضاءة داخلية LED
• عجلات
• باب زجاجي مدفأ
• باب مرور
• درجين لكل قسم
• ثلاثة أدراج لكل قسم
• أدراج بنسبة 2/3 + 1/3 لكل قسم
• حاجز خلفي وجانبي
• تركيب على شواية بارتفاع 50 مم
• قفل أسطواني للدرج
• لوحة قفل
",{},{},[],true,2024-10-22 15:29:34+00,2025-02-22 03:38:39+00
240,31,8,76,Opal O4U(J),أوبال O4U(J),O4U(J),williams-commercial-refrigerator-o4uj-240,0.00,,"Options available:

304 S/S back
304 S/S base
Internal LED for door type
Castors
Heated glass door
Pass through door
2 drawers per section
3 drawers per section
2/3 + 1/3 drawers per section
Backsplash
Sidesplash
Mount on 50Hmm louvre
Cylindrical lock for drawer
Lock Plate
S/S wire shelf
S/S skirting
Raise-up Pan Holder for ‘H’ only
Table Top Opening for ‘H’ only
Depth Extension for table top
2mm table top
Right hand side compressor
220V / 60HZ/ 1PH","الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ درجة 304
• إضاءة داخلية LED
• عجلات
• باب زجاجي مدفأ
• باب مرور
• درجين لكل قسم
• ثلاثة أدراج لكل قسم
• أدراج بنسبة 2/3 + 1/3 لكل قسم
• حاجز خلفي وجانبي
• تركيب على شواية بارتفاع 50 مم
• قفل أسطواني للدرج
• لوحة قفل
• رف سلكي من الفولاذ المقاوم للصدأ
• لوح معدني
• حامل مرتفع للأطباق (للنوع H فقط)
• فتحة على سطح الطاولة (للنوع H فقط)
• تمديد عمق سطح الطاولة
• سطح طاولة بسمك 2 مم
• ضاغط على الجانب الأيمن
• 220 فولت / 60 هرتز / 1 طور
",{},{},[],true,2024-10-22 15:33:06+00,2025-02-22 03:38:39+00
241,31,9,83,Aztra Salad SU10CT(J),ثلاجة سلطة أزترا SU10CT(J),SU10CT(J),williams-food-display-cabinet-su10ctj-241,0.00,,"Options available:

304 S/S back
304 S/S base
Internal LED
2 workout drawers
Cylindrical lock for door / drawer
Lock plate
S/S wire shelf for GN 2/1 size
220V/ 60HZ/ 1PH
Width
865mm
Depth
875mm
Height
865mm
Capacity
247ltrs / 8.7cu.ft","الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ درجة 304
• إضاءة داخلية LED
• درجين عمل
• قفل أسطواني للباب / الدرج
• لوحة قفل
• رف سلكي من الفولاذ المقاوم للصدأ لحجم GN 2/1
• 220 فولت / 60 هرتز / 1 طور
المواصفات الفنية:
العرض: 865 مم
العمق: 875 مم
الارتفاع: 865 مم
السعة: 247 لترًا / 8.7 قدم مكعب
",{},{},[],true,2024-10-22 15:47:19+00,2025-02-22 03:38:39+00
242,31,9,83,Aztra Salad SU15CT(J),ثلاجة سلطة أزترا SU15CT(J),SU15CT(J),williams-food-display-cabinet-su15ctj-242,0.00,,"Options available:

304 S/S back
304 S/S base
Internal LED
2 workout drawers
Cylindrical lock for door / drawer
Lock plate
S/S wire shelf for GN 2/1 size
220V/ 60HZ/ 1PH
Technical Information
Width
1226mm
Depth
875mm
Height
865mm
Capacity
360ltrs / 12.7cu.ft","الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ درجة 304
• إضاءة داخلية LED
• درجين عمل
• قفل أسطواني للباب / الدرج
• لوحة قفل
• رف سلكي من الفولاذ المقاوم للصدأ لحجم GN 2/1
• 220 فولت / 60 هرتز / 1 طور
المواصفات الفنية:
العرض: 1226 مم
العمق: 875 مم
الارتفاع: 865 مم
السعة: 360 لترًا / 12.7 قدم مكعب
",{},{},[],true,2024-10-22 15:51:25+00,2025-02-22 03:38:39+00
243,31,9,80,Bottle Cooler 1 Door,مبرد زجاجات الطاولة باب واحد,BC1SS-U,williams-supermarket-display-cabinet-bc1ss-u-243,0.00,,"Options available:

304 S/S back
304 S/S base
Black color bond exterior
Black color bond back
15Hmm table top (-T)
S/S solid door
Sliding door
Left Hand Side door hinge
220V/ 60HZ/ 1PH
Technical Information
Width
600mm
Depth
530mm
Height
800mm
Capacity
122 (@330ml)
Height (-U)
800mm
Height (-U-T)
815mm","الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ درجة 304
• هيكل خارجي باللون الأسود
• خلفية باللون الأسود
• سطح طاولة بارتفاع 15 مم (-T)
• باب صلب من الفولاذ المقاوم للصدأ
• باب منزلق
• مفصلة الباب على الجانب الأيسر
• 220 فولت / 60 هرتز / 1 طور
المواصفات الفنية:
العرض: 600 مم
العمق: 530 مم
الارتفاع: 800 مم
السعة: 122 (عند 330 مل)
الارتفاع (-U): 800 مم
الارتفاع (-U-T): 815 مم
",{},{},[],true,2024-10-22 15:58:01+00,2025-02-22 03:38:39+00
244,31,9,80,Counter Bottle Cooler 2 Doors BC2SS-U,مبرد زجاجات الطاولة 2 أبواب BC2SS-U,BC2SS-U,williams-supermarket-display-cabinet-bc2ss-u-244,0.00,,"Options available:

304 S/S back
304 S/S base
Black color bond exterior
Black color bond back
15Hmm table top
S/S solid door
Sliding door
220V/ 60HZ/ 1PH
Technical Information
Width
900mm
Depth
530mm
Height
800mm
Capacity
204 (@330ml)
Height (-U)
800mm
Height (-U-T)
815mm","الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ درجة 304
• هيكل خارجي باللون الأسود
• خلفية باللون الأسود
• سطح طاولة بارتفاع 15 مم
• باب صلب من الفولاذ المقاوم للصدأ
• باب منزلق
• 220 فولت / 60 هرتز / 1 طور
المواصفات الفنية:
العرض: 900 مم
العمق: 530 مم
الارتفاع: 800 مم
السعة: 204 (عند 330 مل)
الارتفاع (-U): 800 مم
الارتفاع (-U-T): 815 مم
",{},{},[],true,2024-10-22 16:00:52+00,2025-02-22 03:38:39+00
245,31,9,80,Counter Bottle Cooler 3 Doors BC3SS-U,مبرد زجاجات الطاولة 3 أبواب BC3SS-U,BC3SS-U,williams-supermarket-display-cabinet-bc3ss-u-245,0.00,,"Options available:

304 S/S back
304 S/S base
Black color bond exterior
Black color bond back
15Hmm table top (-T)
S/S solid door
Sliding door
220V/ 60HZ/ 1PH
Technical Information
Width
1352mm
Depth
530mm
Height
800mm
Capacity
309 (@330ml)
Height (-U)
800mm
Height (-U-T)
815mm","الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ درجة 304
• هيكل خارجي باللون الأسود
• خلفية باللون الأسود
• سطح طاولة بارتفاع 15 مم (-T)
• باب صلب من الفولاذ المقاوم للصدأ
• باب منزلق
• 220 فولت / 60 هرتز / 1 طور
المواصفات الفنية:
العرض: 1352 مم
العمق: 530 مم
الارتفاع: 800 مم
السعة: 309 (عند 330 مل)
الارتفاع (-U): 800 مم
الارتفاع (-U-T): 815 مم
",{},{},[],true,2024-10-22 16:04:05+00,2025-02-22 03:38:39+00
246,31,9,80,Upright Bottle Cooler 1 Door BC95,مبرد زجاجات عمودي بباب واحد BC95,BC95,williams-supermarket-display-cabinet-bc95-246,0.00,,"Options available:

304 S/S back
304 S/S base
Black color bond exterior
Black color bond back
S/S solid door
Left Hand Side door hinge
220V/ 60HZ/ 1PH
Technical Information
Width
645mm
Depth
635mm
Height
1770mm
Capacity
266 (@330ml)","الخيارات المتاحة:
• ظهر وقاعدة من الفولاذ المقاوم للصدأ درجة 304
• هيكل خارجي باللون الأسود
• ظهر باللون الأسود
• باب صلب من الفولاذ المقاوم للصدأ
• مفصلة الباب على الجانب الأيسر
• 220 فولت / 60 هرتز / 1 طور
المواصفات الفنية:
العرض: 645 مم
العمق: 635 مم
الارتفاع: 1770 مم
السعة: 266 (عند 330 مل)",{},{},[],true,2024-10-22 16:07:07+00,2025-02-22 03:38:39+00
247,31,9,80,Upright Bottle Cooler 2 Doors BC200,مبرد زجاجات عمودي ببابين BC200,BC200,williams-supermarket-display-cabinet-bc200-247,33000.00,,"Options available:

304 S/S back
304 S/S base
Black color bond exterior
Black color bond back
S/S solid door
Sliding door
220V/ 60HZ/ 1PH
Technical Information
Width
1290mm
Depth
635mm
Height
1770mm
Capacity
558 (@330ml)","الخيارات المتاحة:
• ظهر وقاعدة من الفولاذ المقاوم للصدأ درجة 304
• هيكل خارجي باللون الأسود
• ظهر باللون الأسود
• باب صلب من الفولاذ المقاوم للصدأ
• باب منزلق
• 220 فولت / 60 هرتز / 1 طور
المواصفات الفنية:
العرض: 1290 مم
العمق: 635 مم
الارتفاع: 1770 مم
السعة: 558 (عند 330 مل)

",{},{},[],true,2024-10-22 16:11:09+00,2025-12-08 13:04:47.773379+00
248,31,8,76,Mobile Heated MHC10,الخزانة المتنقلة المدفأة MHC10,MHC10,williams-commercial-refrigerator-mhc10-248,0.00,,"Option available:
The manoeuvrable GN 2/1 single door mobile heated cabinet is ideal for safely transporting heated food from kitchen to banqueting areas.

220V/ 60HZ/ 1PH
Technical Information
Width
807mm
Depth
885mm
Height
1371mm
Capacity
391ltrs / 13.8cu.ft","الخيار المتاح:
تعد الخزانة المتنقلة العمودية المدفأة بباب واحد GN 2/1 مثالية لنقل الطعام المسخن بأمان من المطبخ إلى مناطق الولائم.
• 220 فولت / 60 هرتز / 1 طور
المواصفات الفنية:
العرض: 807 مم
العمق: 885 مم
الارتفاع: 1371 مم
السعة: 391 لترًا / 13.8 قدم مكعب
",{},{},[],true,2024-10-22 16:29:34+00,2025-02-22 03:38:39+00
249,31,8,76,Mobile Heated MHC16,الخزانة المتنقلة المدفأة MHC16,Mobile Heated MHC16,williams-commercial-refrigerator-mobile-heated-mhc16-249,0.00,,"Technical Information
Width
807mm
Depth
885mm
Height
1768mm
Capacity
550ltrs / 19.4cu.ft
Option available:

220V/ 60HZ/ 1PH","المواصفات الفنية:
العرض: 807 مم
العمق: 885 مم
الارتفاع: 1768 مم
السعة: 550 لترًا / 19.4 قدم مكعب
الخيار المتاح:
• 220 فولت / 60 هرتز / 1 طور

",{},{},[],true,2024-10-23 16:44:26+00,2025-02-22 03:38:39+00
250,31,8,76,Mobile Heated MHC32,الخزانة المتنقلة المدفأة MHC32,MHC32,williams-commercial-refrigerator-mhc32-250,0.00,,"The manoeuvrable GN 2/1 two door upright mobile heated cabinet is ideal for safely transporting heated food from kitchen to banqueting areas.
Technical Information
Width
1470mm
Depth
885mm
Height
1768mm
Capacity
1172ltrs / 41.3cu.ft
Option available:

220V/ 60HZ/ 1PH","تعد الخزانة المتنقلة العمودية المدفأة ببابين GN 2/1 مثالية لنقل الطعام المسخن بأمان من المطبخ إلى مناطق الولائم.
المواصفات الفنية:
العرض: 1470 مم
العمق: 885 مم
الارتفاع: 1768 مم
السعة: 1172 لترًا / 41.3 قدم مكعب
الخيار المتاح:
• 220 فولت / 60 هرتز / 1 طور
",{},{},[],true,2024-10-23 16:47:12+00,2025-02-22 03:38:39+00
251,31,2,50,Mobile Refrigerated MRC10,الثلاجة المتنقلة المبردة MRC10,MRC10,williams-category-mrc10-251,0.00,,"The manoeuvrable GN 2/1 single door mobile refrigerated cabinet is ideal for safely transporting chilled food from kitchen to banqueting areas.Technical Information
Width
807mm
Depth
885mm
Height
1603mm
Capacity
384ltrs / 13.5cu.ft
Option available:

220V/ 60HZ/ 1PH
Freezer model","الخزانة المتنقلة المبردة بحجم GN 2/1 بباب واحد مثالية لنقل الطعام المبرد من المطبخ إلى مناطق الولائم بأمان.
المواصفات الفنية:
العرض: 807 مم
العمق: 885 مم
الارتفاع: 1603 مم
السعة: 384 لترًا / 13.5 قدم مكعب
الخيار المتاح:
• 220 فولت / 60 هرتز / 1 طور
• نموذج فريزر",{},{},[],true,2024-10-23 16:50:25+00,2025-02-22 03:38:39+00
252,31,8,76,Mobile Refrigerated MRC16,الثلاجة المتنقلة المبردة MRC16,MRC16,williams-commercial-refrigerator-mrc16-252,0.00,,"Technical Information
Width
807mm
Depth
885mm
Height
2000mm
Capacity
544ltrs / 19.2cu.ft
Option available:

220V/ 60HZ/ 1PH
Freezer model","المواصفات الفنية:
العرض: 807 مم
العمق: 885 مم
الارتفاع: 2000 مم
السعة: 544 لترًا / 19.2 قدم مكعب
الخيار المتاح:
• 220 فولت / 60 هرتز / 1 طور
• نموذج فريزر
",{},{},[],true,2024-10-23 16:52:57+00,2025-02-22 03:38:39+00
253,31,8,76,Mobile Refrigerated MRC32,الثلاجة المتنقلة المبردة MRC32,MRC32,williams-commercial-refrigerator-mrc32-253,0.00,,"Technical Information
Width
1470mm
Depth
885mm
Height
2000mm
Capacity
1159ltrs / 40.9cu.ft
Option available:

220V/ 60HZ/ 1PH","معلومات المنتج:
2 أقسام، 2 باب كامل من الفولاذ المقاوم للصدأ
• هيكل داخلي وخارجي من الفولاذ المقاوم للصدأ بدرجة 304
• ظهر وقاعدة من الفولاذ المقاوم للصدأ بدرجة 304
• عجلات دوارة ثقيلة بارتفاع 155 مم ومكابح
• مزودة بـ 32 زوجًا من الشرائح
• تتسع لحجم GN 2/1
• 220 فولت / 50 هرتز / 1 طور
",{},{},[],true,2024-10-23 16:55:45+00,2025-02-22 03:38:39+00
254,31,8,77,Reach-in Blast Chillers WBCF10UR,مبرد الانفجار القائم WBCF10UR,WBCF10UR,williams-blast-chiller-wbcf10ur-254,0.00,,"Technical Information
Width
777mm
Depth
879mm
Height
885mm
Capacity
10kg in 1/1 GN or 400x600 EN
Options available:

304 S/S back
304 S/S base
Cylindrical lock for door
Left hand side door hinge
220V/ 60HZ/ 1PH","المواصفات الفنية:
العرض: 777 مم
العمق: 879 مم
الارتفاع: 885 مم
السعة: 10 كجم بحجم 1/1 GN أو 400 × 600 EN
الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ درجة 304
• قفل أسطواني للباب
• مقبض باب على الجانب الأيسر
• 220 فولت / 60 هرتز / 1 طور
",{},{},[],true,2024-10-23 17:02:01+00,2025-02-22 03:38:39+00
255,31,8,77,Reach-in Blast Chillers WBCF20UR,مبرد الانفجار القائم WBCF20UR,WBCF20UR,williams-blast-chiller-wbcf20ur-255,0.00,,"Technical Information
Width
777mm
Depth
879mm
Height
1290mm
Capacity
20kg in 1/1GN or 400x600 EN
Options available:

304 S/S back
304 S/S base
Cylindrical lock for door
Left hand side door hinge
220V/ 60HZ/ 1PH","المواصفات الفنية:
العرض: 777 مم
العمق: 879 مم
الارتفاع: 1290 مم
السعة: 20 كجم بحجم 1/1 GN أو 400 × 600 EN
الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ درجة 304
• قفل أسطواني للباب
• مقبض باب على الجانب الأيسر
• 220 فولت / 60 هرتز / 1 طور
",{},{},[],true,2024-10-23 17:04:46+00,2025-02-22 03:38:39+00
256,31,8,77,Reach-in Blast Chillers WBCF30UR,مبرد الانفجار القائم WBCF30UR,WBCF30UR,williams-blast-chiller-wbcf30ur-256,0.00,,"Technical Information
Width
777mm
Depth
879mm
Height
1735mm
Capacity
30kg in 1/1GN or 400x600 EN
Options available:

304 S/S back
304 S/S base
Cylindrical lock for door
Left hand side door hinge
220V/ 60HZ/ 1PH","المواصفات الفنية:
العرض: 777 مم
العمق: 879 مم
الارتفاع: 1735 مم
السعة: 30 كجم بحجم 1/1 GN أو 400 × 600 EN
الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ درجة 304
• قفل أسطواني للباب
• مقبض باب على الجانب الأيسر
• 220 فولت / 60 هرتز / 1 طور",{},{},[],true,2024-10-23 17:07:17+00,2025-02-22 03:38:39+00
257,31,8,77,Reach-in Blast Chillers WBCF40UR,مبرد الانفجار القائم WBCF40UR,WBCF40UR,williams-blast-chiller-wbcf40ur-257,0.00,,"Technical Information
Width
777mm
Depth
879mm
Height
1735mm
Capacity
40kg in 1/1GN or 400x600 EN
Options available:

304 S/S back
304 S/S base
Cylindrical lock for door
Left hand side door hinge
220V/ 60HZ/ 1PH","المواصفات الفنية:
العرض: 777 مم
العمق: 879 مم
الارتفاع: 1735 مم
السعة: 40 كجم بحجم 1/1 GN أو 400 × 600 EN
الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ درجة 304
• قفل أسطواني للباب
• مقبض باب على الجانب الأيسر
• 220 فولت / 60 هرتز / 1 طور

",{},{},[],true,2024-10-23 17:09:53+00,2025-02-22 03:38:39+00
258,31,8,77,Reach-in Blast Chillers WBCF50UR,مبرد الانفجار القائم WBCF50UR,WBCF50UR,williams-blast-chiller-wbcf50ur-258,0.00,,"Technical Information
Width
777mm
Depth
879mm
Height
1905mm
Capacity
50kg in 1/1GN or 400x600 EN
Options available:

304 S/S back
304 S/S base
Cylindrical lock for door
Left hand side door hinge
380V/ 60HZ/ 3PH","المواصفات الفنية:
العرض: 777 مم
العمق: 879 مم
الارتفاع: 1905 مم
السعة: 50 كجم بحجم 1/1 GN أو 400 × 600 EN
الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ درجة 304
• قفل أسطواني للباب
• مقبض باب على الجانب الأيسر
• 380 فولت / 60 هرتز / 3 طور
",{},{},[],true,2024-10-23 17:12:32+00,2025-02-22 03:38:39+00
259,31,8,76,Garnet G1T(J),Garnet G1T(J),G1T(J),williams-commercial-refrigerator-g1tj-259,0.00,,"Technical Information
Width
737mm
Depth
824mm
Height
1975mm
Capacity
616ltrs / 21.7cu.ft
Options available: 

304 S/S back
304 S/S base
Internal LED for door type
Heated glass door
Pass through S/S door
Pass through heated glass door (not for 'L')
2 Workout drawers for low half section (not for 'L')
3 Workout drawers for low half section (not for 'L')
Castors
Cylindrical lock for drawer
Lock plate
S/S wire shelf for GN 2/1 size 
Comply 400 x 600 
Left hand side door hinge 
220V / 60HZ / 1PH","المواصفات الفنية:
العرض: 737 مم
العمق: 824 مم
الارتفاع: 1975 مم
السعة: 616 لتر / 21.7 قدم مكعب
الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ درجة 304
• إضاءة LED داخلية
• باب زجاجي مدفأ
• باب مزدوج من الفولاذ المقاوم للصدأ
• درجين قابلين للعمل للنصف السفلي (باستثناء ""L"")
• 3 أدراج قابلة للعمل للنصف السفلي (باستثناء ""L"")
• عجلات
• قفل أسطواني للأدراج
• طبق القفل
• رف سلكي من الفولاذ المقاوم للصدأ لحجم GN 2/1
• مقبض باب على الجانب الأيسر
• 220 فولت / 60 هرتز / 1 طور
",{},{},[],true,2024-10-23 17:30:38+00,2025-02-22 03:38:39+00
260,31,8,76,Garnet G2T(J),Garnet G2T(J),G2T(J),williams-commercial-refrigerator-g2tj-260,29500.00,,"Technical Information
Width
1400mm
Depth
824mm
Height
1975mm
Capacity
1301ltrs / 45.9cu.ft
Options available:

304 S/S back
304 S/S base 
Internal LED
Heated glass door
Sliding S/S door for 'H' only
Pass through S/S door
Pass through heated glass door (not for 'L')
2 Workout drawers for low half section (not for 'L')
3 Workout drawers for low half section (not for 'L')
Castors 
Cylindrical lock for drawer 
Lock plate 
S/S wire shelf for GN 2/1 size 
Comply 400 x 600 
Left hand side door hinge 
220V / 60HZ / 1PH","المواصفات الفنية:
العرض: 1400 مم
العمق: 824 مم
الارتفاع: 1975 مم
السعة: 1301 لتر / 45.9 قدم مكعب
الخيارات المتاحة:
• خلفية و قاعدة من الفولاذ المقاوم للصدأ درجة 304
• إضاءة LED داخلية
• باب زجاجي مدفأ
• باب منزلق من الفولاذ المقاوم للصدأ للنموذج ""H"" فقط
• باب مزدوج من الفولاذ المقاوم للصدأ
• درجين قابلين للعمل للنصف السفلي (باستثناء ""L"")
• 3 أدراج قابلة للعمل للنصف السفلي (باستثناء ""L"")
• عجلات
• قفل أسطواني للأدراج
• طبق القفل
• رف سلكي من الفولاذ المقاوم للصدأ لحجم GN 2/1
• مقبض باب على الجانب الأيسر
• 220 فولت / 60 هرتز / 1 طور
",{},{},[],true,2024-10-23 17:34:21+00,2025-12-08 13:04:47.773379+00
263,23,2,51,Model VTS-41 Vacuum Tumbler,نموذج VTS-41 آلة تفريغ,VTS-41,biro-food-processor-vts-41-263,0.00,,"Drum
Information
40 lbs. (18 kg) Drum, Maximum
25 lbs. (11 kg) Optimum tumbling
14” I.D. x 16” OAL Approximately
Vacuum
Pump
1/8 HP (.09 kW) with
filter on hose
Tumble Speed Approximate 8 RPM
Weight Packed
Approx.
Base 58 lbs. (26.3 kg)
Drum & Pump 37 lbs.
 (16.8 kg)","معلومات الأسطوانة:
وزن الأسطوانة: 40 رطلاً (18 كجم) بحد أقصى، حمولة مثالية 25 رطلاً (11 كجم).
الأبعاد الداخلية: قطر داخلي 14 بوصة × طول 16 بوصة.
مضخة التفريغ: بقدرة 1/8 حصان (.09 ك.و) مع فلتر على الخرطوم
سرعة التقليب: حوالي 8 دورات في الدقيقة.
الوزن مع التغليف الأساسي: 58 رطلاً (26.3 كجم)
الوزن مع الأسطوانة والمضخة: 37 رطلاً (16.8 كجم).

",{},{},[],true,2024-10-24 15:10:47+00,2025-12-08 13:04:47.773379+00
264,23,2,51,Model VTS-42 Vacuum Tumbler,نموذج VTS-42 آلة تفريغ,VTS-42,biro-food-processor-vts-42-264,0.00,,"Drum
Information
40 lbs. (18 kg) Drum, Maximum
25 lbs. (11 kg) Optimum tumbling
14” I.D. x 16” OAL Approximately
Weight Packed
Approx.
Base 58 lbs. (26.3 kg)
Drum & Pump 37 lbs.
 (16.8 kg)
BIRO counter top Vacuum Tumblers are
the tools you need to create value added
marinated entrees for your customers.
It only takes a few minutes to prepare
a ready-to-cook meat or poultry batch
by adding product and marinade/water
solution to the tumbler. ","معلومات الأسطوانة:
وزن الأسطوانة: 40 رطلاً (18 كجم) بحد أقصى، حمولة مثالية 25 رطلاً (11 كجم).
الأبعاد الداخلية: قطر داخلي 14 بوصة × طول 16 بوصة.
الوزن مع التغليف الأساسي: 58 رطلاً (26.3 كجم)
الوزن مع الأسطوانة والمضخة: 37 رطلاً (16.8 كجم).
تعتبر آلات التفريغ من BIRO أدوات ممتازة لتحضير الوجبات المتبلة بقيمة مضافة. يستغرق تحضير اللحم أو الدواجن الجاهزة للطهي بضع دقائق فقط بإضافة المنتج ومحاليل التتبيل إلى الأسطوانة.

",{},{},[],true,2024-10-24 16:02:09+00,2025-02-22 03:38:39+00
265,23,2,51,"VTS-43 REMOTE PUMP ",مضخة بعيدة VTS-43,VTS-43,biro-food-processor-vts-43-265,0.00,,"Base Carton: 39”L (990 mm) x 20” W (508 mm) x 12”H (305 mm)
(2) Drum Carton: 14”L (356 mm) x 14”W (356 mm) x 21”H (533 mm)
Pump Carton: 13”L (330 mm) x 11”W (279 mm) x 13”H (330 mm)
6’ Cord & 3 Prong
plug for 115-60-1
Base 63 lbs. (28.6 kg)
2-Drums 20 lbs. (9.1 kg)
Pump 20 lbs. (9.1 kg)","التغليف الأساسي: الطول 39 بوصة (990 مم) × العرض 20 بوصة (508 مم) × الارتفاع 12 بوصة (305 مم)
تغليف الأسطوانة (2): الطول 14 بوصة (356 مم) × العرض 14 بوصة (356 مم) × الارتفاع 21 بوصة (533 مم)
تغليف المضخة: الطول 13 بوصة (330 مم) × العرض 11 بوصة (279 مم) × الارتفاع 13 بوصة (330 مم)
سلك بطول 6 أقدام مع قابس بثلاثة شوكات لـ 115-60-1
الوزن الأساسي: 63 رطلاً (28.6 كجم)
وزن الأسطوانتين: 20 رطلاً (9.1 كجم) لكل منهما
وزن المضخة: 20 رطلاً (9.1 كجم).
",{},{},[],true,2024-10-24 16:13:26+00,2025-02-22 03:38:39+00
266,23,2,51,VTS-44,VTS-44,VTS-44,biro-food-processor-vts-44-266,0.00,,"1/8 HP (.09 kW) with
external filter on case
5’ Cord & 3 Prong
plug for 115-60-1
5’ Cord, No plug for
220-60-1 & 220-50-1
VTS-44 Base Carton: 39”L (990 mm) x 20” W (508 mm) x 12”H (305 mm)
(2) Drum Carton: 14”L (356 mm) x 14”W (356 mm) x 21”H (533 mm)
Base 78 lbs. (35.4 kg)
2-Drums 20 lbs. (9.1 kg)","محرك بقدرة 1/8 حصان (.09 ك.و) مع فلتر خارجي مثبت على العلبة.
سلك بطول 5 أقدام مع قابس بثلاثة شوكات لـ 115-60-1
سلك بطول 5 أقدام بدون قابس لـ 220-60-1 و220-50-1
أبعاد التغليف الأساسية: طول 39 بوصة (990 مم) × عرض 20 بوصة (508 مم) × ارتفاع 12 بوصة (305 مم)
أبعاد تغليف الأسطوانة (2): طول 14 بوصة (356 مم) × عرض 14 بوصة (356 مم) × ارتفاع 21 بوصة (533 مم)
الوزن الأساسي: 78 رطلاً (35.4 كجم)
وزن الأسطوانتين: 20 رطلاً (9.1 كجم) لكل منهما",{},{},[],true,2024-10-24 16:19:29+00,2025-12-08 13:04:47.773379+00
